episode,episode time,episode_reward,running_reward,steps_done
1205,9.895530827343464,273.0,252.21,284522
1206,7.52706875000149,168.0,165.06,284830
1207,7.180255279876292,84.0,68.46,285118
1208,6.428588934242725,168.0,127.26,285378
1209,6.80002308730036,126.0,79.59,285651
1210,13.773513212800026,252.0,236.25,286192
1211,4.431693895719945,105.0,81.9,286363
1212,9.957134309224784,273.0,264.39,286749
1213,7.669850424863398,147.0,135.24,287052
1214,7.117951418273151,168.0,138.6,287333
1215,7.423234809190035,42.0,36.12,287626
1216,8.18016701284796,273.0,246.96,287949
1217,7.729183552786708,210.0,180.81,288256
1218,2.6230739196762443,21.0,20.16,288355
1219,6.117978593334556,105.0,98.07,288599
1220,7.609648230485618,168.0,165.9,288902
1221,6.537765607237816,126.0,100.8,289160
1222,4.836085798218846,147.0,121.38,289353
1223,4.249605368822813,126.0,95.34,289528
1224,14.39133563823998,252.0,236.25,290101
1225,2.9537254236638546,21.0,11.34,290222
1226,7.3247729651629925,147.0,144.27,290509
1227,4.583663448691368,126.0,79.8,290682
1228,6.4633027808740735,105.0,98.28,290939
1229,5.642464719712734,147.0,124.74,291161
1230,7.0813799714669585,147.0,109.41,291434
1231,6.46197456214577,84.0,64.68,291691
1232,4.42525964602828,126.0,100.59,291867
1233,7.969604750163853,84.0,69.93,292184
1234,4.546199508011341,84.0,67.62,292362
1235,7.35998375620693,210.0,187.74,292650
1236,10.48635841999203,294.0,263.97,293066
1237,0.5010835444554687,21.0,223.44,293086
1238,5.235135223716497,84.0,76.23,293295
1239,8.253130008466542,126.0,112.14,293618
1240,8.383242110721767,168.0,151.83,293944
1241,7.188776588067412,126.0,98.91,294231
1242,8.673875022679567,189.0,161.28,294571
1243,5.272968110628426,63.0,36.75,294779
1244,8.722710058093071,189.0,180.39,295118
1245,7.349463730119169,189.0,163.38,295403
1246,12.221194162033498,325.0,296.65,295887
1247,1.2611222956329584,63.0,184.54,295936
1248,5.510315892286599,126.0,116.34,296150
1249,7.3335186475887895,84.0,74.13,296445
1250,1.9746691826730967,63.0,38.01,296524
1251,7.441370679996908,147.0,137.13,296822
1252,7.996208868920803,210.0,196.14,297132
1253,8.785075427033007,189.0,184.8,297488
1254,5.532708674669266,84.0,58.59,297702
1255,1.527436101809144,21.0,32.97,297761
1256,7.005169969983399,210.0,198.03,298033
1257,11.48715150076896,273.0,253.05,298484
1258,6.440654979087412,147.0,141.12,298740
1259,0.7439882988110185,21.0,107.73,298770
1260,7.439060484990478,231.0,215.04,299062
1261,0.4822493866086006,21.0,182.49,299082
1262,7.096794235520065,189.0,166.95,299371
1263,2.2966194367036223,105.0,82.95,299460
1264,6.63741547614336,147.0,122.22,299721
1265,9.249409092590213,168.0,150.57,300080
1266,6.260424537584186,168.0,141.96,300321
1267,6.51952482201159,168.0,144.69,300587
1268,13.517684653401375,252.0,229.32,301123
1269,3.9321689791977406,84.0,56.7,301276
1270,5.551641745492816,105.0,80.43,301496
1271,2.680903826840222,63.0,40.32,301605
1272,6.941117435693741,189.0,147.84,301879
1273,10.00991133786738,210.0,191.52,302273
1274,4.681640801951289,42.0,32.97,302457
1275,1.54348926525563,21.0,21.42,302515
1276,8.29148837737739,189.0,170.52,302839
1277,4.650149622000754,105.0,68.67,303019
1278,6.515329482965171,126.0,126.0,303277
1279,6.052812431007624,189.0,157.29,303508
1280,6.125639573670924,189.0,148.89,303749
1281,5.607677085325122,105.0,87.15,303974
1282,3.659313127398491,42.0,34.44,304115
1283,8.204096464440227,189.0,169.47,304432
1284,7.414525183849037,126.0,94.5,304722
1285,0.4649548716843128,21.0,86.31,304741
1286,6.362488616257906,105.0,72.03,304989
1287,2.410196926444769,63.0,32.13,305080
1288,4.678127359598875,126.0,81.06,305271
1289,10.198924685828388,294.0,277.41,305675
1290,2.994617818854749,42.0,27.3,305802
1291,1.5263078287243843,21.0,28.98,305861
1292,7.631634715944529,273.0,220.71,306165
1293,0.9640888702124357,21.0,149.31,306205
1294,6.982329391874373,189.0,151.2,306483
1295,9.683352222666144,105.0,105.0,306867
1296,7.344452612102032,210.0,189.63,307158
1297,6.756735696457326,168.0,167.79,307418
1298,7.609591263346374,147.0,120.75,307720
1299,1.0483945859596133,21.0,88.83,307762
1300,11.252648647874594,336.0,279.93,308199
1301,9.450076880864799,189.0,189.0,308567
1302,4.132747949101031,126.0,103.11,308738
1303,1.138375167734921,42.0,71.82,308785
1304,7.2617504224181175,168.0,148.89,309066
1305,4.075948549434543,21.0,8.61,309226
1306,6.472382823936641,126.0,90.72,309474
1307,7.88582728523761,231.0,211.26,309783
1308,8.565024737268686,168.0,168.0,310122
1309,9.091859731823206,189.0,148.26,310477
1310,5.400677808560431,126.0,84.0,310699
1311,3.530402542091906,84.0,52.29,310843
1312,5.623614622280002,147.0,134.61,311061
1313,2.52743105776608,63.0,39.48,311156
1314,4.6238290732726455,63.0,47.88,311340
1315,5.278510830365121,147.0,124.53,311547
1316,5.681202003732324,168.0,138.6,311771
1317,6.322655012831092,42.0,31.5,312016
1318,3.2893143901601434,84.0,60.9,312149
1319,2.0404018219560385,63.0,47.46,312225
1320,10.331575332209468,252.0,221.34,312628
1321,7.323934703134,147.0,117.18,312918
1322,5.944149984978139,147.0,106.26,313153
1323,0.45415924675762653,0.0,91.98,313171
1324,8.459733163006604,231.0,220.29,313510
1325,7.823897156864405,147.0,125.79,313817
1326,6.867197449319065,63.0,56.07,314085
1327,0.6888155210763216,0.0,45.15,314112
1328,6.978322042152286,210.0,177.03,314386
1329,7.777766367420554,231.0,195.09,314694
1330,7.778955427929759,168.0,163.17,314994
1331,1.4090308155864477,0.0,73.92,315051
1332,4.8153688898310065,210.0,156.87,315245
1333,6.816236697137356,231.0,207.27,315526
1334,7.270552755333483,21.0,15.33,315813
1335,6.287695989012718,105.0,94.92,316062
1336,7.14629926905036,189.0,189.0,316354
1337,11.180462730117142,231.0,216.72,316792
1338,4.026729764416814,84.0,57.12,316951
1339,5.134632857516408,105.0,95.55,317163
1340,11.366059884428978,294.0,245.91,317610
1341,8.489330821670592,126.0,118.23,317950
1342,2.688037706539035,63.0,27.09,318054
1343,4.364999366924167,126.0,103.11,318226
1344,7.686404020525515,189.0,154.56,318532
1345,10.213686152361333,252.0,236.25,318942
1346,10.129706117324531,294.0,253.89,319346
1347,1.4023903394117951,21.0,141.33,319401
1348,6.684775828383863,105.0,82.53,319662
1349,6.485065504908562,210.0,172.62,319918
1350,4.07377998996526,84.0,62.37,320079
1351,3.4917396577075124,63.0,30.87,320218
1352,9.584253456443548,315.0,264.18,320591
1353,9.751386548392475,273.0,227.22,320979
1354,4.980173142626882,63.0,55.02,321180
1355,1.0176433427259326,21.0,43.26,321218
1356,9.94818858616054,231.0,206.01,321607
1357,3.330407276749611,105.0,78.96,321745
1358,7.2574547519907355,168.0,143.64,322025
1359,0.7131060855463147,0.0,108.99,322056
1360,8.053960208781064,189.0,189.0,322379
1361,1.3937606755644083,0.0,85.05,322435
1362,6.2704469952732325,105.0,84.63,322682
1363,2.4428745890036225,84.0,42.0,322773
1364,9.930023067630827,294.0,255.78,323177
1365,5.3789978716522455,105.0,89.04,323390
1366,8.877978770062327,168.0,157.71,323744
1367,6.466553031466901,84.0,59.22,324006
1368,4.274633176624775,189.0,160.23,324183
1369,9.850941691547632,189.0,158.97,324571
1370,6.4417371060699224,105.0,89.25,324823
1371,7.7435116386041045,210.0,184.38,325127
1372,10.083501318469644,294.0,273.42,325526
1373,5.178472158499062,84.0,60.27,325726
1374,6.20115374494344,42.0,42.0,325972
1375,4.758330850861967,147.0,102.48,326166
1376,7.444458140060306,147.0,112.77,326472
1377,1.0003775963559747,21.0,77.28,326512
1378,5.4142736084759235,105.0,72.45,326728
1379,6.741020081564784,126.0,118.44,326994
1380,4.363758869469166,189.0,117.18,327170
1381,3.2552452282980084,42.0,23.31,327303
1382,4.4874802669510245,84.0,48.51,327487
1383,5.8231657184660435,84.0,79.17,327719
1384,7.3376333909109235,168.0,145.32,328010
1385,2.884461202658713,42.0,17.43,328126
1386,3.672159396111965,0.0,0.0,328271
1387,0.9260531170293689,0.0,0.0,328308
1388,7.118578470312059,189.0,165.69,328597
1389,8.239602291956544,189.0,117.39,328917
1390,3.740318037569523,42.0,42.0,329064
1391,8.415130176581442,189.0,168.21,329403
1392,6.462531893514097,231.0,158.55,329665
1393,7.6553320828825235,168.0,137.13,329957
1394,6.30781302973628,168.0,139.86,330215
1395,3.9006037330254912,84.0,66.57,330377
1396,6.037662350572646,147.0,119.28,330622
1397,7.533741477876902,147.0,122.43,330927
1398,8.878914627246559,105.0,105.0,331275
1399,10.37112292740494,252.0,240.87,331681
1400,8.931691708043218,252.0,211.68,332028
1401,2.012914060615003,42.0,70.14,332108
1402,4.098875901661813,63.0,58.8,332271
1403,4.7541835298761725,42.0,42.0,332459
1404,3.046650947071612,105.0,61.32,332585
1405,3.6822493439540267,63.0,46.2,332732
1406,8.648157846182585,231.0,210.84,333079
1407,4.9677083268761635,84.0,52.92,333276
1408,6.14143302384764,105.0,96.18,333519
1409,6.515087196603417,105.0,105.0,333780
1410,6.888688453473151,147.0,119.49,334054
1411,4.964932749047875,63.0,44.31,334253
1412,9.48764871712774,252.0,212.31,334620
1413,6.450897824950516,147.0,127.68,334879
1414,0.6409005830064416,0.0,99.75,334907
1415,1.3820026721805334,0.0,22.05,334966
1416,5.572485632263124,168.0,129.57,335186
1417,0.7285827351734042,0.0,107.52,335213
1418,5.022213323041797,126.0,100.8,335411
1419,6.875488398596644,126.0,126.0,335689
1420,7.265085529536009,189.0,175.56,335983
1421,9.040094407275319,210.0,190.05,336353
1422,6.577476819045842,168.0,136.92,336610
1423,4.8143837889656425,105.0,82.32,336804
1424,9.306894466280937,273.0,238.98,337176
1425,2.9917409205809236,105.0,58.59,337299
1426,5.405837838537991,84.0,65.73,337511
1427,2.9632365172728896,84.0,36.33,337624
1428,2.217688722535968,21.0,27.72,337713
1429,5.3068029172718525,84.0,65.94,337926
1430,9.958356036804616,189.0,150.99,338330
1431,3.171550367027521,63.0,54.18,338459
1432,9.137383045628667,273.0,231.63,338813
1433,7.289732335135341,126.0,114.45,339105
1434,1.1402890179306269,0.0,70.35,339148
1435,8.49897484574467,105.0,97.65,339490
1436,13.588082575239241,336.0,297.99,340034
1437,9.982948625460267,189.0,157.92,340426
1438,8.000190210528672,126.0,104.16,340745
1439,0.9393472922965884,0.0,73.08,340783
1440,4.770860960707068,126.0,99.54,340978
1441,6.949036885052919,126.0,118.23,341255
1442,8.643767902627587,189.0,178.5,341608
1443,6.522085208445787,168.0,151.62,341864
1444,5.62443105969578,168.0,125.16,342092
1445,6.141301257535815,63.0,43.68,342330
1446,9.06767309922725,147.0,117.81,342685
1447,7.750991066917777,147.0,120.12,342999
1448,4.618424634449184,147.0,114.66,343181
1449,10.396096797659993,252.0,244.65,343601
1450,7.396950963884592,168.0,160.65,343892
1451,5.648666545748711,147.0,94.29,344117
1452,6.068215566687286,189.0,171.36,344356
1453,5.780515631660819,147.0,98.7,344583
1454,4.063501037657261,105.0,100.38,344742
1455,3.078870717436075,21.0,9.87,344865
1456,12.255444066599011,315.0,279.72,345347
1457,5.5167183596640825,168.0,129.78,345561
1458,3.985841023735702,126.0,78.96,345713
1459,2.6272807056084275,84.0,49.14,345812
1460,9.022055086679757,252.0,246.33,346163
1461,9.181692018173635,189.0,180.6,346528
1462,5.5991178480908275,168.0,145.32,346755
1463,0.6519690174609423,21.0,123.69,346780
1464,5.249279387295246,189.0,141.54,346989
1465,5.574890522286296,126.0,101.43,347214
1466,6.669810133986175,126.0,116.97,347481
1467,3.518578138202429,63.0,55.65,347621
1468,6.100857893936336,189.0,182.7,347872
1469,1.539195803925395,21.0,87.57,347933
1470,11.633708778768778,252.0,243.18,348388
1471,7.359918010421097,168.0,151.83,348675
1472,5.693568732589483,168.0,133.14,348903
1473,13.07330724131316,294.0,275.73,349427
1474,9.40249257069081,168.0,157.29,349798
1475,0.9355389839038253,0.0,106.68,349834
1476,6.839350468479097,189.0,184.17,350116
1477,1.1899724444374442,21.0,107.73,350164
1478,7.3584049269557,189.0,181.86,350457
1479,1.261826042085886,0.0,94.5,350508
1480,7.876983859576285,231.0,202.65,350816
1481,4.888735875487328,126.0,99.12,351012
1482,2.309904370456934,42.0,35.07,351103
1483,6.223737706430256,105.0,74.13,351359
1484,7.410143485292792,252.0,225.12,351665
1485,6.561288131400943,147.0,127.68,351926
1486,5.96507627889514,147.0,116.97,352166
1487,6.332417882978916,147.0,114.66,352423
1488,6.858336059376597,168.0,128.73,352698
1489,6.647956271655858,126.0,103.32,352956
1490,6.555810476653278,168.0,138.18,353213
1491,5.530239410698414,147.0,121.8,353438
1492,9.273130143992603,252.0,221.97,353810
1493,4.969026675447822,147.0,115.08,354006
1494,2.56894248444587,42.0,23.31,354112
1495,0.33571690786629915,0.0,23.31,354128
1496,11.024709842167795,315.0,263.97,354564
1497,5.028819513507187,105.0,102.06,354766
1498,2.863591317087412,105.0,58.59,354882
1499,0.7264548745006323,0.0,56.91,354910
1500,8.908820789307356,189.0,189.0,355268
1501,7.412692594341934,105.0,84.21,355561
1502,9.111306926235557,252.0,228.69,355923
1503,4.529882749542594,168.0,111.09,356101
1504,9.734334664419293,294.0,250.53,356488
1505,9.0786795290187,252.0,209.58,356848
1506,6.264765685424209,105.0,95.34,357091
1507,1.695349408313632,42.0,56.7,357156
1508,10.20778076350689,336.0,309.54,357561
1509,5.870571153238416,147.0,129.36,357785
1510,3.014254443347454,105.0,52.71,357899
1511,3.353444967418909,63.0,57.12,358031
1512,10.317900649271905,315.0,288.96,358448
1513,7.262291195802391,126.0,112.35,358732
1514,5.860011847689748,168.0,138.39,358975
1515,2.403478767722845,42.0,29.82,359069
1516,6.622983370907605,231.0,177.66,359326
1517,8.873742489144206,252.0,230.37,359683
1518,10.205448547378182,168.0,168.0,360081
1519,1.023451341316104,0.0,99.12,360123
1520,8.082972344942391,210.0,188.79,360446
1521,7.993667183443904,189.0,178.71,360767
1522,5.785829974338412,147.0,115.92,360994
1523,2.6658546440303326,63.0,46.2,361098
1524,7.091731254942715,189.0,147.63,361370
1525,7.938430407084525,210.0,165.69,361678
1526,3.4942869255319238,42.0,29.82,361824
1527,3.1976228514686227,42.0,26.04,361954
1528,6.717059755697846,210.0,180.18,362212
1529,7.067010523751378,231.0,190.89,362490
1530,2.442102284170687,63.0,45.36,362585
1531,6.599573866464198,105.0,102.27,362843
1532,4.826461115851998,189.0,145.32,363038
1533,7.334075312130153,126.0,86.1,363332
1534,5.86878077685833,210.0,171.15,363572
1535,3.759844144806266,42.0,20.37,363727
1536,6.502312725409865,189.0,164.01,363988
1537,2.039505743421614,42.0,61.32,364065
1538,9.323023959994316,189.0,176.19,364432
1539,10.026459929533303,252.0,214.62,364825
1540,6.427249502390623,189.0,184.17,365081
1541,8.10493137408048,147.0,130.2,365408
1542,9.273787757381797,210.0,196.77,365768
1543,6.439312304370105,126.0,113.82,366027
1544,2.234422321431339,42.0,43.05,366116
1545,9.44211002252996,273.0,226.38,366490
1546,5.6502203941345215,126.0,107.1,366718
1547,11.225931093096733,241.0,214.14,367172
1548,9.084584766067564,231.0,216.93,367527
1549,6.2210888378322124,189.0,164.85,367774
1550,5.681454634293914,126.0,113.19,367994
1551,4.179643429815769,84.0,64.89,368160
1552,5.345679716207087,189.0,144.27,368384
1553,8.638019293546677,273.0,233.1,368723
1554,6.015089814551175,147.0,111.3,368967
1555,3.529873634688556,42.0,36.96,369104
1556,6.824838066473603,231.0,217.35,369376
1557,4.981870384886861,147.0,127.05,369571
1558,2.3714163172990084,42.0,38.64,369665
1559,7.2477500438690186,105.0,69.72,369938
1560,12.169203344732523,231.0,203.28,370425
1561,6.917042686603963,168.0,125.79,370697
1562,6.957967939786613,189.0,163.8,370971
1563,5.154088918119669,147.0,78.12,371178
1564,8.866740559227765,189.0,170.94,371534
1565,5.832703322172165,126.0,102.48,371763
1566,4.573492984287441,42.0,26.46,371936
1567,5.993487165309489,126.0,107.31,372172
1568,7.657814260572195,210.0,189.63,372478
1569,4.084046793170273,126.0,99.96,372641
1570,10.374667557887733,189.0,177.87,373052
1571,7.532433012500405,105.0,100.59,373344
1572,11.85934794228524,252.0,250.11,373810
1573,6.4501317059621215,126.0,116.97,374074
1574,4.957095254212618,168.0,121.59,374273
1575,4.780258594080806,63.0,60.69,374469
1576,3.9727134443819523,147.0,101.22,374623
1577,5.975795176811516,105.0,74.34,374860
1578,7.415646558627486,231.0,203.91,375147
1579,0.7533856369554996,42.0,154.56,375179
1580,14.615077166818082,357.0,347.55,375767
1581,7.730313375592232,105.0,85.68,376070
1582,6.382465758360922,126.0,95.76,376316
1583,2.1417917273938656,21.0,27.09,376405
1584,1.4558874210342765,21.0,20.16,376462
1585,5.630778354592621,168.0,112.98,376693
1586,8.37070885207504,210.0,201.18,377027
1587,0.8037904966622591,0.0,142.59,377059
1588,7.0995243499055505,231.0,210.63,377343
1589,5.72100680693984,105.0,95.13,377575
1590,8.209102798253298,84.0,81.27,377898
1591,8.435898441821337,168.0,154.77,378234
1592,8.937225477769971,252.0,227.01,378604
1593,5.279680274426937,147.0,111.3,378817
1594,2.9029796877875924,84.0,56.49,378931
1595,4.225911454297602,126.0,80.64,379104
1596,6.856688955798745,189.0,165.9,379377
1597,6.4592752596363425,147.0,118.23,379632
1598,0.8126061251387,21.0,91.35,379664
1599,8.063024247996509,273.0,243.81,379979
1600,5.873527115210891,105.0,97.44,380218
1601,5.615317001007497,84.0,76.02,380446
1602,4.21504567656666,42.0,12.81,380611
1603,8.733670422807336,168.0,168.0,380962
1604,6.940792907960713,189.0,189.0,381238
1605,7.610025842674077,168.0,139.86,381539
1606,3.7157908361405134,63.0,55.65,381687
1607,5.096495524048805,42.0,23.94,381887
1608,9.330708789639175,210.0,205.38,382260
1609,6.844431592151523,147.0,121.59,382537
1610,10.173286957666278,252.0,248.64,382937
1611,0.4346800297498703,0.0,209.16,382955
1612,5.38642920460552,168.0,123.9,383169
1613,9.073494882322848,189.0,173.46,383524
1614,10.22468736115843,252.0,225.96,383939
1615,4.780376803129911,105.0,65.1,384129
1616,7.993486254476011,231.0,220.29,384448
1617,5.62801515404135,84.0,67.62,384671
1618,13.688535547815263,273.0,272.37,385222
1619,4.361577553674579,0.0,0.0,385393
1620,5.845471539534628,210.0,161.07,385635
1621,6.537694093771279,105.0,81.06,385897
1622,6.328626990318298,147.0,138.6,386148
1623,1.3001430444419384,21.0,76.86,386200
1624,4.553481646813452,105.0,82.74,386380
1625,6.23128747753799,105.0,103.74,386619
1626,4.842432382516563,126.0,110.67,386811
1627,9.032576456665993,231.0,198.66,387182
1628,8.610268427059054,231.0,225.75,387535
1629,9.927137616090477,294.0,266.91,387950
1630,1.2139590485021472,0.0,150.99,387997
1631,8.22438994795084,84.0,84.0,388324
1632,7.770230160094798,189.0,165.69,388632
1633,5.22025113273412,126.0,82.95,388843
1634,7.735482194460928,210.0,194.04,389153
1635,5.648514830507338,168.0,135.24,389386
1636,6.232602048665285,210.0,191.31,389641
1637,2.0564137948676944,0.0,35.7,389725
1638,5.464808498509228,147.0,114.87,389938
1639,8.217184910550714,189.0,165.9,390264
1640,7.279760163277388,210.0,171.15,390557
1641,9.488410451449454,231.0,221.34,390944
1642,1.6433063428848982,63.0,94.29,391011
1643,6.26530443970114,105.0,103.11,391265
1644,8.809272720478475,252.0,224.49,391615
1645,1.878346891142428,42.0,77.07,391693
1646,6.450111201964319,126.0,126.0,391953
1647,2.8260735040530562,63.0,36.12,392062
1648,4.856504242867231,84.0,84.0,392250
1649,2.365671446546912,84.0,43.89,392343
1650,11.851613327860832,168.0,163.17,392799
1651,7.634737653657794,189.0,157.92,393109
1652,11.163978138938546,273.0,242.55,393546
1653,3.0673560658469796,126.0,86.73,393669
1654,1.337086196988821,0.0,53.76,393724
1655,5.48697215039283,63.0,36.75,393950
1656,6.5908102206885815,168.0,149.52,394222
1657,10.446365465410054,210.0,178.92,394634
1658,5.852184610441327,84.0,60.69,394865
1659,0.6640302557498217,21.0,54.18,394891
1660,5.310391318053007,189.0,181.23,395109
1661,1.0154469013214111,0.0,107.73,395153
1662,5.726671517826617,84.0,69.93,395378
1663,6.157742549665272,147.0,119.07,395619
1664,6.532125836238265,147.0,116.34,395875
1665,6.42638080008328,168.0,123.06,396132
1666,6.217596335336566,126.0,125.37,396380
1667,1.8963475469499826,42.0,56.49,396456
1668,8.681654633954167,210.0,196.14,396798
1669,16.125868359580636,357.0,325.5,397438
1670,0.48803576827049255,0.0,272.58,397457
1671,1.4925119075924158,42.0,87.99,397518
1672,7.336538185365498,231.0,214.41,397812
1673,1.8567133024334908,63.0,85.05,397885
1674,4.696184887550771,84.0,84.0,398072
1675,12.021178103983402,231.0,231.0,398557
1676,6.348153475672007,189.0,160.44,398809
1677,2.85777426045388,42.0,20.37,398922
1678,7.283178482204676,189.0,165.06,399213
1679,5.649167309515178,126.0,110.88,399432
1680,6.927882794290781,168.0,141.33,399714
1681,8.149238810874522,252.0,199.29,400042
1682,5.267854142934084,105.0,63.63,400255
1683,5.085033668205142,84.0,63.0,400465
1684,7.712178532965481,189.0,174.93,400779
1685,15.456644603051245,441.0,431.34,401400
1686,0.4154633702710271,0.0,365.82,401417
1687,1.1101165199652314,0.0,185.22,401460
1688,7.765435780398548,231.0,201.81,401768
1689,5.797193267382681,168.0,131.67,402014
1690,4.243510864675045,42.0,32.13,402190
1691,4.220298711210489,126.0,105.84,402363
1692,4.670399152673781,147.0,116.34,402550
1693,6.559613913297653,168.0,149.94,402808
1694,0.4860417200252414,0.0,120.75,402832
1695,8.536949857138097,189.0,163.38,403167
1696,8.532135701738298,252.0,226.38,403503
1697,5.95416749920696,210.0,167.16,403738
1698,0.49373778887093067,21.0,144.9,403757
1699,9.561076770536602,147.0,142.8,404144
1700,7.553122754208744,273.0,236.67,404451
1701,8.900840633548796,273.0,235.62,404813
1702,6.160261826589704,84.0,79.8,405057
1703,1.2147444756701589,0.0,44.52,405105
1704,7.765904361382127,231.0,201.6,405409
1705,12.042379699647427,336.0,297.36,405876
1706,2.890435273759067,63.0,60.27,405997
1707,2.042544866912067,21.0,25.83,406076
1708,3.6774606807157397,84.0,53.55,406228
1709,5.170394781976938,105.0,101.01,406446
1710,1.46441750228405,21.0,46.41,406506
1711,0.9890094585716724,0.0,5.46,406546
1712,11.633476229384542,357.0,340.2,407012
1713,7.839810651727021,168.0,148.05,407326
1714,5.540707364678383,126.0,107.94,407551
1715,1.5662036519497633,0.0,45.57,407612
1716,8.69341316446662,210.0,196.77,407967
1717,8.025420518592,252.0,221.55,408283
1718,5.886018758639693,126.0,107.52,408526
1719,2.996103096753359,63.0,22.68,408645
1720,6.825347737409174,147.0,106.05,408920
1721,8.759565761312842,294.0,263.76,409275
1722,4.695540441200137,126.0,86.52,409465
1723,5.1785472659394145,84.0,60.69,409669
1724,7.876391577534378,189.0,182.7,409990
1725,0.4514870550483465,0.0,154.14,410008
1726,9.318098049610853,168.0,150.78,410380
1727,7.018296209163964,168.0,139.02,410664
1728,11.957918593659997,315.0,313.32,411150
1729,6.320408522151411,126.0,101.43,411407
1730,5.554801006801426,168.0,140.07,411633
1731,2.887793939560652,42.0,22.89,411752
1732,5.815164219588041,147.0,119.07,411978
1733,11.675597098655999,231.0,185.43,412444
1734,3.0158854611217976,84.0,48.3,412567
1735,5.172909545712173,126.0,98.07,412774
1736,7.863592968322337,252.0,217.77,413084
1737,6.338545302860439,168.0,142.59,413336
1738,7.500930482521653,189.0,176.82,413651
1739,1.222631337121129,0.0,100.17,413699
1740,7.634022790007293,210.0,179.97,414004
1741,1.7274743942543864,21.0,74.76,414072
1742,7.243917695246637,189.0,179.97,414355
1743,9.09975206758827,189.0,161.07,414728
1744,6.852650445885956,210.0,187.74,415002
1745,6.763300373218954,168.0,153.51,415275
1746,5.726872238330543,147.0,135.87,415510
1747,2.167352741584182,63.0,47.25,415598
1748,7.19939639326185,189.0,153.51,415891
1749,6.918784737586975,210.0,175.56,416168
1750,9.379103320650756,231.0,220.92,416539
1751,1.1787732755765319,21.0,118.65,416591
1752,4.798829605802894,168.0,136.71,416783
1753,7.036756853573024,105.0,86.52,417060
1754,3.9131705099716783,105.0,94.5,417213
1755,1.7011105082929134,63.0,63.0,417283
1756,8.605167171917856,189.0,176.4,417620
1757,6.293530269525945,210.0,159.18,417880
1758,7.8335912367329,210.0,172.62,418196
1759,2.3147753309458494,42.0,23.52,418295
1760,9.624293953180313,189.0,189.0,418681
1761,7.819343415088952,63.0,33.6,418990
1762,1.8358590248972178,42.0,31.08,419063
1763,7.794143095612526,168.0,157.08,419375
1764,8.967506228014827,273.0,248.64,419727
1765,10.385269468650222,336.0,292.53,420145
1766,3.8252352913841605,84.0,59.64,420293
1767,0.4533605221658945,0.0,53.13,420310
1768,7.30509421788156,210.0,195.93,420602
1769,2.8985798452049494,84.0,45.99,420718
1770,7.101422906853259,252.0,233.1,421002
1771,2.1959083070978522,84.0,90.51,421092
1772,3.9910059478133917,105.0,78.96,421250
1773,10.627145720645785,168.0,135.03,421672
1774,6.003898965194821,210.0,170.1,421918
1775,10.888527964241803,126.0,126.0,422353
1776,3.862248401157558,126.0,101.22,422509
1777,0.5960777001455426,21.0,89.88,422534
1778,1.4007696062326431,42.0,39.9,422591
1779,6.375377298332751,105.0,44.94,422847
1780,9.49715465027839,252.0,219.03,423218
1781,5.455789115279913,168.0,150.78,423432
1782,2.6737777022644877,63.0,34.44,423539
1783,7.264526519924402,252.0,195.51,423833
1784,7.066444088704884,189.0,187.53,424109
1785,14.367984843440354,336.0,299.67,424676
1786,4.901608661748469,105.0,72.66,424872
1787,3.8762112986296415,126.0,76.02,425027
1788,5.168058079667389,189.0,189.0,425236
1789,7.231088748201728,210.0,185.64,425525
1790,3.0592251205816865,84.0,49.56,425647
1791,5.823980865068734,147.0,128.1,425875
1792,5.295758748427033,147.0,118.65,426083
1793,12.464767131023109,315.0,298.41,426571
1794,2.23906531278044,84.0,68.04,426661
1795,4.225047409534454,63.0,51.24,426829
1796,8.437630376778543,231.0,214.2,427169
1797,7.691459190100431,168.0,157.71,427474
1798,7.45194539707154,210.0,174.93,427763
1799,6.433983396738768,178.0,141.48,428013
1800,8.663384425453842,210.0,199.71,428354
1801,9.01692046225071,189.0,183.96,428700
1802,0.8865231145173311,0.0,124.74,428735
1803,11.270971661433578,189.0,168.0,429185
1804,8.83322008792311,273.0,235.41,429553
1805,3.2250812221318483,84.0,63.0,429684
1806,6.666617142036557,63.0,57.54,429947
1807,4.960197691805661,189.0,159.6,430155
1808,9.988432395271957,231.0,221.97,430545
1809,12.424525323323905,378.0,337.89,431036
1810,1.5120458817109466,0.0,142.17,431098
1811,4.75842588301748,63.0,36.54,431291
1812,12.325904168188572,273.0,239.61,431788
1813,8.387363476678729,231.0,183.33,432114
1814,7.653002597391605,189.0,155.4,432413
1815,1.343221022747457,21.0,82.32,432471
1816,6.156531770713627,126.0,108.78,432710
1817,8.015212882310152,147.0,119.7,433033
1818,8.244369107298553,147.0,128.31,433371
1819,5.059064691886306,105.0,78.75,433584
1820,6.921945774927735,147.0,124.53,433857
1821,1.7128800163045526,0.0,47.88,433925
1822,6.210939925163984,42.0,26.88,434176
1823,6.974753527902067,168.0,162.96,434460
1824,5.187731760554016,210.0,184.17,434679
1825,1.228742502629757,0.0,108.36,434728
1826,4.130744789727032,105.0,74.76,434890
1827,2.3915877053514123,42.0,21.84,434984
1828,6.968093382194638,147.0,137.97,435262
1829,5.081358285620809,126.0,91.14,435462
1830,10.11259153764695,210.0,180.81,435863
1831,0.49973851442337036,21.0,152.25,435883
1832,9.245526793412864,252.0,234.15,436251
1833,9.751423612236977,189.0,189.0,436656
